"","unique.date","crime_frequency","year","month","day","binary"
"656",2007-10-18,600,2007,10,18,0
"657",2007-10-19,571,2007,10,19,0
"658",2007-10-20,652,2007,10,20,0
"659",2007-10-21,630,2007,10,21,1
"660",2007-10-22,692,2007,10,22,0
"661",2007-10-23,657,2007,10,23,0
"662",2007-10-24,662,2007,10,24,0
"663",2007-10-25,625,2007,10,25,0
"664",2007-10-26,552,2007,10,26,0
"665",2007-10-27,550,2007,10,27,0
"666",2007-10-28,524,2007,10,28,1
"667",2007-10-29,602,2007,10,29,0
"668",2007-10-30,611,2007,10,30,0
"669",2007-10-31,599,2007,10,31,0
"670",2007-11-01,616,2007,11,1,0
"671",2007-11-02,540,2007,11,2,0
"672",2007-11-03,519,2007,11,3,0
"673",2007-11-04,516,2007,11,4,1
"674",2007-11-05,629,2007,11,5,0
"675",2007-11-06,615,2007,11,6,0
"676",2007-11-07,485,2007,11,7,0
"677",2007-11-08,576,2007,11,8,0
"678",2007-11-09,549,2007,11,9,0
"679",2007-11-10,577,2007,11,10,0
"680",2007-11-11,529,2007,11,11,1
"681",2007-11-12,611,2007,11,12,0
"682",2007-11-13,588,2007,11,13,0
"683",2007-11-14,653,2007,11,14,0
"684",2007-11-15,610,2007,11,15,0
"685",2007-11-16,551,2007,11,16,0
"686",2007-11-17,647,2007,11,17,0
"687",2007-11-18,553,2007,11,18,1
"688",2007-11-19,570,2007,11,19,0
"689",2007-11-20,640,2007,11,20,0
"690",2007-11-21,673,2007,11,21,0
"691",2007-11-22,390,2007,11,22,0
"692",2007-11-23,470,2007,11,23,0
"693",2007-11-24,539,2007,11,24,0
"694",2007-11-25,555,2007,11,25,1
"695",2007-11-26,587,2007,11,26,0
"696",2007-11-27,692,2007,11,27,0
"697",2007-11-28,644,2007,11,28,0
"698",2007-11-29,627,2007,11,29,0
"699",2007-11-30,641,2007,11,30,0
"700",2007-12-01,584,2007,12,1,0
"701",2007-12-02,546,2007,12,2,1
"702",2007-12-03,587,2007,12,3,0
"703",2007-12-04,604,2007,12,4,0
"704",2007-12-05,624,2007,12,5,0
"705",2007-12-06,559,2007,12,6,0
"706",2007-12-07,542,2007,12,7,0
"707",2007-12-08,552,2007,12,8,0
"708",2007-12-09,575,2007,12,9,1
"709",2007-12-10,662,2007,12,10,0
"710",2007-12-11,672,2007,12,11,0
"711",2007-12-12,635,2007,12,12,0
"712",2007-12-13,577,2007,12,13,0
"713",2007-12-14,595,2007,12,14,0
"714",2007-12-15,648,2007,12,15,0
"715",2007-12-16,436,2007,12,16,1
"716",2007-12-17,604,2007,12,17,0
"717",2007-12-18,600,2007,12,18,0
"718",2007-12-19,611,2007,12,19,0
"719",2007-12-20,617,2007,12,20,0
"720",2007-12-21,530,2007,12,21,0
"721",2007-12-22,520,2007,12,22,0
"722",2007-12-23,467,2007,12,23,1
"723",2007-12-24,499,2007,12,24,0
"724",2007-12-25,260,2007,12,25,0
"725",2007-12-26,576,2007,12,26,0
"726",2007-12-27,710,2007,12,27,0
"727",2007-12-28,649,2007,12,28,0
"728",2007-12-29,546,2007,12,29,0
"729",2007-12-30,549,2007,12,30,1
"730",2007-12-31,495,2007,12,31,0
"731",2008-01-01,516,2008,1,1,0
"732",2008-01-02,600,2008,1,2,0
"733",2008-01-03,500,2008,1,3,0
"734",2008-01-04,577,2008,1,4,0
"735",2008-01-05,556,2008,1,5,0
"736",2008-01-06,563,2008,1,6,0
"737",2008-01-07,630,2008,1,7,0
"738",2008-01-08,713,2008,1,8,0
"739",2008-01-09,660,2008,1,9,0
"740",2008-01-10,665,2008,1,10,0
"741",2008-01-11,620,2008,1,11,0
"742",2008-01-12,641,2008,1,12,0
"743",2008-01-13,519,2008,1,13,0
"744",2008-01-14,603,2008,1,14,0
"745",2008-01-15,655,2008,1,15,0
"746",2008-01-16,597,2008,1,16,0
"747",2008-01-17,552,2008,1,17,0
"748",2008-01-18,558,2008,1,18,0
"749",2008-01-19,598,2008,1,19,0
"750",2008-01-20,442,2008,1,20,0
"751",2008-01-21,471,2008,1,21,0
"752",2008-01-22,592,2008,1,22,0
"753",2008-01-23,610,2008,1,23,0
"754",2008-01-24,606,2008,1,24,0
"755",2008-01-25,583,2008,1,25,0
"756",2008-01-26,536,2008,1,26,0
"757",2008-01-27,549,2008,1,27,0
"758",2008-01-28,577,2008,1,28,0
"759",2008-01-29,609,2008,1,29,0
"760",2008-01-30,575,2008,1,30,0
"761",2008-01-31,526,2008,1,31,0
"762",2008-02-01,520,2008,2,1,0
"763",2008-02-02,571,2008,2,2,0
"764",2008-02-03,498,2008,2,3,0
"765",2008-02-04,599,2008,2,4,0
"766",2008-02-05,649,2008,2,5,0
"767",2008-02-06,677,2008,2,6,0
"768",2008-02-07,588,2008,2,7,0
"769",2008-02-08,600,2008,2,8,0
"770",2008-02-09,611,2008,2,9,0
"771",2008-02-10,503,2008,2,10,0
"772",2008-02-11,522,2008,2,11,0
"773",2008-02-12,427,2008,2,12,0
"774",2008-02-13,475,2008,2,13,0
"775",2008-02-14,564,2008,2,14,0
"776",2008-02-15,514,2008,2,15,0
"777",2008-02-16,568,2008,2,16,0
"778",2008-02-17,585,2008,2,17,0
"779",2008-02-18,660,2008,2,18,0
"780",2008-02-19,618,2008,2,19,0
"781",2008-02-20,571,2008,2,20,0
"782",2008-02-21,552,2008,2,21,0
"783",2008-02-22,438,2008,2,22,0
"784",2008-02-23,521,2008,2,23,0
"785",2008-02-24,580,2008,2,24,0
"786",2008-02-25,616,2008,2,25,0
"787",2008-02-26,624,2008,2,26,0
"788",2008-02-27,653,2008,2,27,0
"789",2008-02-28,554,2008,2,28,0
"790",2008-02-29,566,2008,2,29,0
"791",2008-03-01,598,2008,3,1,0
"792",2008-03-02,624,2008,3,2,0
"793",2008-03-03,605,2008,3,3,0
"794",2008-03-04,659,2008,3,4,0
"795",2008-03-05,676,2008,3,5,0
"796",2008-03-06,635,2008,3,6,0
"797",2008-03-07,565,2008,3,7,0
"798",2008-03-08,547,2008,3,8,0
"799",2008-03-09,544,2008,3,9,0
"800",2008-03-10,676,2008,3,10,0
"801",2008-03-11,711,2008,3,11,0
"802",2008-03-12,661,2008,3,12,0
"803",2008-03-13,591,2008,3,13,0
"804",2008-03-14,639,2008,3,14,0
"805",2008-03-15,736,2008,3,15,0
"806",2008-03-16,644,2008,3,16,0
"807",2008-03-17,630,2008,3,17,0
"808",2008-03-18,644,2008,3,18,0
"809",2008-03-19,601,2008,3,19,0
"810",2008-03-20,699,2008,3,20,0
"811",2008-03-21,580,2008,3,21,0
"812",2008-03-22,558,2008,3,22,0
"813",2008-03-23,472,2008,3,23,0
"814",2008-03-24,652,2008,3,24,0
"815",2008-03-25,654,2008,3,25,0
"816",2008-03-26,729,2008,3,26,0
"817",2008-03-27,623,2008,3,27,0
"818",2008-03-28,632,2008,3,28,0
"819",2008-03-29,522,2008,3,29,0
"820",2008-03-30,584,2008,3,30,0
"821",2008-03-31,571,2008,3,31,0
"822",2008-04-01,621,2008,4,1,0
"823",2008-04-02,665,2008,4,2,0
"824",2008-04-03,585,2008,4,3,0
"825",2008-04-04,626,2008,4,4,0
"826",2008-04-05,700,2008,4,5,0
"827",2008-04-06,595,2008,4,6,0
"828",2008-04-07,635,2008,4,7,0
"829",2008-04-08,671,2008,4,8,0
"830",2008-04-09,752,2008,4,9,0
"831",2008-04-10,732,2008,4,10,0
"832",2008-04-11,651,2008,4,11,0
"833",2008-04-12,641,2008,4,12,0
"834",2008-04-13,622,2008,4,13,0
"835",2008-04-14,624,2008,4,14,0
"836",2008-04-15,723,2008,4,15,0
"837",2008-04-16,652,2008,4,16,0
"838",2008-04-17,593,2008,4,17,0
"839",2008-04-18,643,2008,4,18,0
"840",2008-04-19,702,2008,4,19,0
"841",2008-04-20,663,2008,4,20,0
"842",2008-04-21,675,2008,4,21,0
"843",2008-04-22,580,2008,4,22,0
"844",2008-04-23,775,2008,4,23,0
"845",2008-04-24,644,2008,4,24,0
"846",2008-04-25,662,2008,4,25,0
"847",2008-04-26,644,2008,4,26,0
"848",2008-04-27,580,2008,4,27,0
"849",2008-04-28,575,2008,4,28,0
"850",2008-04-29,698,2008,4,29,0
"851",2008-04-30,653,2008,4,30,0
"852",2008-05-01,632,2008,5,1,0
"853",2008-05-02,583,2008,5,2,0
"854",2008-05-03,524,2008,5,3,0
"855",2008-05-04,529,2008,5,4,0
"856",2008-05-05,647,2008,5,5,0
"857",2008-05-06,617,2008,5,6,0
"858",2008-05-07,696,2008,5,7,0
"859",2008-05-08,614,2008,5,8,0
"860",2008-05-09,497,2008,5,9,0
"861",2008-05-10,539,2008,5,10,0
"862",2008-05-11,526,2008,5,11,0
"863",2008-05-12,495,2008,5,12,0
"864",2008-05-13,590,2008,5,13,0
"865",2008-05-14,599,2008,5,14,0
"866",2008-05-15,635,2008,5,15,0
"867",2008-05-16,513,2008,5,16,0
"868",2008-05-17,570,2008,5,17,0
"869",2008-05-18,669,2008,5,18,0
"870",2008-05-19,660,2008,5,19,0
"871",2008-05-20,607,2008,5,20,0
"872",2008-05-21,668,2008,5,21,0
"873",2008-05-22,637,2008,5,22,0
"874",2008-05-23,630,2008,5,23,0
"875",2008-05-24,647,2008,5,24,0
"876",2008-05-25,581,2008,5,25,0
"877",2008-05-26,557,2008,5,26,0
"878",2008-05-27,716,2008,5,27,0
"879",2008-05-28,685,2008,5,28,0
"880",2008-05-29,658,2008,5,29,0
"881",2008-05-30,660,2008,5,30,0
"882",2008-05-31,605,2008,5,31,0
"883",2008-06-01,786,2008,6,1,0
"884",2008-06-02,675,2008,6,2,0
"885",2008-06-03,646,2008,6,3,0
"886",2008-06-04,621,2008,6,4,0
"887",2008-06-05,649,2008,6,5,0
"888",2008-06-06,694,2008,6,6,0
"889",2008-06-07,634,2008,6,7,0
"890",2008-06-08,528,2008,6,8,0
"891",2008-06-09,604,2008,6,9,0
"892",2008-06-10,626,2008,6,10,0
"893",2008-06-11,718,2008,6,11,0
"894",2008-06-12,685,2008,6,12,0
"895",2008-06-13,654,2008,6,13,0
"896",2008-06-14,721,2008,6,14,0
"897",2008-06-15,609,2008,6,15,0
"898",2008-06-16,622,2008,6,16,0
"899",2008-06-17,716,2008,6,17,0
"900",2008-06-18,714,2008,6,18,0
"901",2008-06-19,778,2008,6,19,0
"902",2008-06-20,715,2008,6,20,0
"903",2008-06-21,707,2008,6,21,0
"904",2008-06-22,592,2008,6,22,0
"905",2008-06-23,651,2008,6,23,0
"906",2008-06-24,675,2008,6,24,0
"907",2008-06-25,716,2008,6,25,0
"908",2008-06-26,719,2008,6,26,0
"909",2008-06-27,689,2008,6,27,0
"910",2008-06-28,660,2008,6,28,0
"911",2008-06-29,627,2008,6,29,0
"912",2008-06-30,700,2008,6,30,0
"913",2008-07-01,677,2008,7,1,0
"914",2008-07-02,719,2008,7,2,0
"915",2008-07-03,701,2008,7,3,0
"916",2008-07-04,572,2008,7,4,0
"917",2008-07-05,632,2008,7,5,0
"918",2008-07-06,575,2008,7,6,0
"919",2008-07-07,633,2008,7,7,0
"920",2008-07-08,789,2008,7,8,0
"921",2008-07-09,784,2008,7,9,0
"922",2008-07-10,742,2008,7,10,0
"923",2008-07-11,614,2008,7,11,0
"924",2008-07-12,652,2008,7,12,0
"925",2008-07-13,574,2008,7,13,0
"926",2008-07-14,640,2008,7,14,0
"927",2008-07-15,704,2008,7,15,0
"928",2008-07-16,732,2008,7,16,0
"929",2008-07-17,685,2008,7,17,0
"930",2008-07-18,635,2008,7,18,0
"931",2008-07-19,674,2008,7,19,0
"932",2008-07-20,562,2008,7,20,0
"933",2008-07-21,705,2008,7,21,0
"934",2008-07-22,709,2008,7,22,0
"935",2008-07-23,619,2008,7,23,0
"936",2008-07-24,706,2008,7,24,0
"937",2008-07-25,638,2008,7,25,0
"938",2008-07-26,606,2008,7,26,0
"939",2008-07-27,580,2008,7,27,0
"940",2008-07-28,638,2008,7,28,0
"941",2008-07-29,755,2008,7,29,0
"942",2008-07-30,793,2008,7,30,0
"943",2008-07-31,678,2008,7,31,0
"944",2008-08-01,671,2008,8,1,0
"945",2008-08-02,651,2008,8,2,0
"946",2008-08-03,594,2008,8,3,0
"947",2008-08-04,705,2008,8,4,0
"948",2008-08-05,850,2008,8,5,0
"949",2008-08-06,763,2008,8,6,0
"950",2008-08-07,728,2008,8,7,0
"951",2008-08-08,656,2008,8,8,0
"952",2008-08-09,611,2008,8,9,0
"953",2008-08-10,483,2008,8,10,0
"954",2008-08-11,641,2008,8,11,0
"955",2008-08-12,725,2008,8,12,0
"956",2008-08-13,791,2008,8,13,0
"957",2008-08-14,677,2008,8,14,0
"958",2008-08-15,615,2008,8,15,0
"959",2008-08-16,641,2008,8,16,0
"960",2008-08-17,583,2008,8,17,0
"961",2008-08-18,766,2008,8,18,0
"962",2008-08-19,823,2008,8,19,0
"963",2008-08-20,782,2008,8,20,0
"964",2008-08-21,712,2008,8,21,0
"965",2008-08-22,648,2008,8,22,0
"966",2008-08-23,638,2008,8,23,0
"967",2008-08-24,546,2008,8,24,0
"968",2008-08-25,653,2008,8,25,0
"969",2008-08-26,743,2008,8,26,0
"970",2008-08-27,737,2008,8,27,0
"971",2008-08-28,731,2008,8,28,0
"972",2008-08-29,655,2008,8,29,0
"973",2008-08-30,569,2008,8,30,0
"974",2008-08-31,587,2008,8,31,0
"975",2008-09-01,549,2008,9,1,0
"976",2008-09-02,719,2008,9,2,0
"977",2008-09-03,720,2008,9,3,0
"978",2008-09-04,608,2008,9,4,0
"979",2008-09-05,575,2008,9,5,0
"980",2008-09-06,562,2008,9,6,0
"981",2008-09-07,490,2008,9,7,1
"982",2008-09-08,585,2008,9,8,0
"983",2008-09-09,639,2008,9,9,0
"984",2008-09-10,649,2008,9,10,0
"985",2008-09-11,596,2008,9,11,0
"986",2008-09-12,573,2008,9,12,0
"987",2008-09-13,606,2008,9,13,0
"988",2008-09-14,637,2008,9,14,0
"989",2008-09-15,610,2008,9,15,1
"990",2008-09-16,660,2008,9,16,0
"991",2008-09-17,607,2008,9,17,0
"992",2008-09-18,671,2008,9,18,0
"993",2008-09-19,630,2008,9,19,0
"994",2008-09-20,581,2008,9,20,0
"995",2008-09-21,602,2008,9,21,1
"996",2008-09-22,606,2008,9,22,0
"997",2008-09-23,625,2008,9,23,0
"998",2008-09-24,609,2008,9,24,0
"999",2008-09-25,561,2008,9,25,0
"1000",2008-09-26,597,2008,9,26,0
"1001",2008-09-27,590,2008,9,27,0
"1002",2008-09-28,557,2008,9,28,1
"1003",2008-09-29,559,2008,9,29,0
"1004",2008-09-30,566,2008,9,30,0
"1005",2008-10-01,619,2008,10,1,0
"1006",2008-10-02,619,2008,10,2,0
"1007",2008-10-03,629,2008,10,3,0
"1008",2008-10-04,571,2008,10,4,0
"1009",2008-10-05,549,2008,10,5,1
"1010",2008-10-06,527,2008,10,6,0
"1011",2008-10-07,634,2008,10,7,0
"1012",2008-10-08,672,2008,10,8,0
"1013",2008-10-09,662,2008,10,9,0
"1014",2008-10-10,540,2008,10,10,0
"1015",2008-10-11,599,2008,10,11,0
"1016",2008-10-12,527,2008,10,12,1
"1017",2008-10-13,611,2008,10,13,0
"1018",2008-10-14,722,2008,10,14,0
"1019",2008-10-15,632,2008,10,15,0
"1020",2008-10-16,692,2008,10,16,0
"1021",2008-10-17,628,2008,10,17,0
"1022",2008-10-18,555,2008,10,18,0
"1023",2008-10-19,537,2008,10,19,0
"1024",2008-10-20,530,2008,10,20,0
"1025",2008-10-21,577,2008,10,21,0
"1026",2008-10-22,573,2008,10,22,0
"1027",2008-10-23,607,2008,10,23,0
"1028",2008-10-24,576,2008,10,24,0
"1029",2008-10-25,552,2008,10,25,0
"1030",2008-10-26,517,2008,10,26,1
"1031",2008-10-27,525,2008,10,27,0
"1032",2008-10-28,499,2008,10,28,0
"1033",2008-10-29,492,2008,10,29,0
"1034",2008-10-30,793,2008,10,30,0
"1035",2008-10-31,585,2008,10,31,0
"1036",2008-11-01,547,2008,11,1,0
"1037",2008-11-02,529,2008,11,2,1
"1038",2008-11-03,613,2008,11,3,0
"1039",2008-11-04,612,2008,11,4,0
"1040",2008-11-05,619,2008,11,5,0
"1041",2008-11-06,564,2008,11,6,0
"1042",2008-11-07,601,2008,11,7,0
"1043",2008-11-08,552,2008,11,8,0
"1044",2008-11-09,523,2008,11,9,1
"1045",2008-11-10,630,2008,11,10,0
"1046",2008-11-11,632,2008,11,11,0
"1047",2008-11-12,597,2008,11,12,0
"1048",2008-11-13,571,2008,11,13,0
"1049",2008-11-14,548,2008,11,14,0
"1050",2008-11-15,588,2008,11,15,0
"1051",2008-11-16,540,2008,11,16,1
"1052",2008-11-17,548,2008,11,17,0
"1053",2008-11-18,499,2008,11,18,0
"1054",2008-11-19,557,2008,11,19,0
"1055",2008-11-20,411,2008,11,20,0
"1056",2008-11-21,638,2008,11,21,0
"1057",2008-11-22,528,2008,11,22,0
"1058",2008-11-23,457,2008,11,23,1
"1059",2008-11-24,526,2008,11,24,0
"1060",2008-11-25,541,2008,11,25,0
"1061",2008-11-26,583,2008,11,26,0
"1062",2008-11-27,339,2008,11,27,1
"1063",2008-11-28,539,2008,11,28,0
"1064",2008-11-29,555,2008,11,29,0
"1065",2008-11-30,560,2008,11,30,0
"1066",2008-12-01,564,2008,12,1,0
"1067",2008-12-02,575,2008,12,2,0
"1068",2008-12-03,615,2008,12,3,0
"1069",2008-12-04,553,2008,12,4,0
"1070",2008-12-05,578,2008,12,5,0
"1071",2008-12-06,536,2008,12,6,0
"1072",2008-12-07,513,2008,12,7,1
"1073",2008-12-08,533,2008,12,8,0
"1074",2008-12-09,638,2008,12,9,0
"1075",2008-12-10,629,2008,12,10,0
"1076",2008-12-11,501,2008,12,11,0
"1077",2008-12-12,571,2008,12,12,0
"1078",2008-12-13,642,2008,12,13,0
"1079",2008-12-14,500,2008,12,14,0
"1080",2008-12-15,566,2008,12,15,1
"1081",2008-12-16,650,2008,12,16,0
"1082",2008-12-17,634,2008,12,17,0
"1083",2008-12-18,550,2008,12,18,0
"1084",2008-12-19,546,2008,12,19,0
"1085",2008-12-20,544,2008,12,20,0
"1086",2008-12-21,415,2008,12,21,1
"1087",2008-12-22,450,2008,12,22,0
"1088",2008-12-23,529,2008,12,23,0
"1089",2008-12-24,362,2008,12,24,0
"1090",2008-12-25,279,2008,12,25,0
"1091",2008-12-26,563,2008,12,26,0
"1092",2008-12-27,564,2008,12,27,0
"1093",2008-12-28,513,2008,12,28,1
"1094",2008-12-29,603,2008,12,29,0
"1095",2008-12-30,638,2008,12,30,0
"1096",2008-12-31,462,2008,12,31,0
"1097",2009-01-01,506,2009,1,1,0
"1098",2009-01-02,527,2009,1,2,0
"1099",2009-01-03,496,2009,1,3,0
"1100",2009-01-04,486,2009,1,4,1
"1101",2009-01-05,503,2009,1,5,0
"1102",2009-01-06,523,2009,1,6,0
"1103",2009-01-07,540,2009,1,7,0
"1104",2009-01-08,576,2009,1,8,0
"1105",2009-01-09,572,2009,1,9,0
"1106",2009-01-10,510,2009,1,10,0
"1107",2009-01-11,410,2009,1,11,1
"1108",2009-01-12,459,2009,1,12,0
"1109",2009-01-13,601,2009,1,13,0
"1110",2009-01-14,600,2009,1,14,0
"1111",2009-01-15,533,2009,1,15,0
"1112",2009-01-16,431,2009,1,16,0
"1113",2009-01-17,513,2009,1,17,0
"1114",2009-01-18,426,2009,1,18,1
"1115",2009-01-19,438,2009,1,19,0
"1116",2009-01-20,540,2009,1,20,0
"1117",2009-01-21,533,2009,1,21,0
"1118",2009-01-22,527,2009,1,22,0
"1119",2009-01-23,589,2009,1,23,0
"1120",2009-01-24,529,2009,1,24,0
"1121",2009-01-25,479,2009,1,25,0
"1122",2009-01-26,445,2009,1,26,0
"1123",2009-01-27,547,2009,1,27,0
"1124",2009-01-28,395,2009,1,28,0
"1125",2009-01-29,498,2009,1,29,0
"1126",2009-01-30,493,2009,1,30,0
"1127",2009-01-31,440,2009,1,31,0
"1128",2009-02-01,467,2009,2,1,0
"1129",2009-02-02,504,2009,2,2,0
"1130",2009-02-03,529,2009,2,3,0
"1131",2009-02-04,430,2009,2,4,0
"1132",2009-02-05,452,2009,2,5,0
"1133",2009-02-06,446,2009,2,6,0
"1134",2009-02-07,498,2009,2,7,0
"1135",2009-02-08,544,2009,2,8,0
"1136",2009-02-09,529,2009,2,9,0
"1137",2009-02-10,601,2009,2,10,0
"1138",2009-02-11,597,2009,2,11,0
"1139",2009-02-12,548,2009,2,12,0
"1140",2009-02-13,500,2009,2,13,0
"1141",2009-02-14,481,2009,2,14,0
"1142",2009-02-15,555,2009,2,15,0
"1143",2009-02-16,521,2009,2,16,0
"1144",2009-02-17,547,2009,2,17,0
"1145",2009-02-18,475,2009,2,18,0
"1146",2009-02-19,544,2009,2,19,0
"1147",2009-02-20,450,2009,2,20,0
"1148",2009-02-21,536,2009,2,21,0
"1149",2009-02-22,522,2009,2,22,0
"1150",2009-02-23,476,2009,2,23,0
"1151",2009-02-24,543,2009,2,24,0
"1152",2009-02-25,548,2009,2,25,0
"1153",2009-02-26,549,2009,2,26,0
"1154",2009-02-27,507,2009,2,27,0
"1155",2009-02-28,574,2009,2,28,0
"1156",2009-03-01,549,2009,3,1,0
"1157",2009-03-02,278,2009,3,2,0
"1158",2009-03-03,446,2009,3,3,0
"1159",2009-03-04,473,2009,3,4,0
"1160",2009-03-05,534,2009,3,5,0
"1161",2009-03-06,550,2009,3,6,0
"1162",2009-03-07,656,2009,3,7,0
"1163",2009-03-08,605,2009,3,8,0
"1164",2009-03-09,509,2009,3,9,0
"1165",2009-03-10,583,2009,3,10,0
"1166",2009-03-11,616,2009,3,11,0
"1167",2009-03-12,567,2009,3,12,0
"1168",2009-03-13,521,2009,3,13,0
"1169",2009-03-14,701,2009,3,14,0
"1170",2009-03-15,635,2009,3,15,0
"1171",2009-03-16,477,2009,3,16,0
"1172",2009-03-17,570,2009,3,17,0
"1173",2009-03-18,638,2009,3,18,0
"1174",2009-03-19,580,2009,3,19,0
"1175",2009-03-20,597,2009,3,20,0
"1176",2009-03-21,612,2009,3,21,0
"1177",2009-03-22,553,2009,3,22,0
"1178",2009-03-23,540,2009,3,23,0
"1179",2009-03-24,545,2009,3,24,0
"1180",2009-03-25,599,2009,3,25,0
"1181",2009-03-26,546,2009,3,26,0
"1182",2009-03-27,644,2009,3,27,0
"1183",2009-03-28,636,2009,3,28,0
"1184",2009-03-29,556,2009,3,29,0
"1185",2009-03-30,542,2009,3,30,0
"1186",2009-03-31,612,2009,3,31,0
"1187",2009-04-01,577,2009,4,1,0
"1188",2009-04-02,650,2009,4,2,0
"1189",2009-04-03,603,2009,4,3,0
"1190",2009-04-04,675,2009,4,4,0
"1191",2009-04-05,624,2009,4,5,0
"1192",2009-04-06,586,2009,4,6,0
"1193",2009-04-07,703,2009,4,7,0
"1194",2009-04-08,610,2009,4,8,0
"1195",2009-04-09,790,2009,4,9,0
"1196",2009-04-10,659,2009,4,10,0
"1197",2009-04-11,578,2009,4,11,0
"1198",2009-04-12,446,2009,4,12,0
"1199",2009-04-13,527,2009,4,13,0
"1200",2009-04-14,505,2009,4,14,0
"1201",2009-04-15,493,2009,4,15,0
"1202",2009-04-16,612,2009,4,16,0
"1203",2009-04-17,621,2009,4,17,0
"1204",2009-04-18,648,2009,4,18,0
"1205",2009-04-19,558,2009,4,19,0
"1206",2009-04-20,465,2009,4,20,0
"1207",2009-04-21,607,2009,4,21,0
"1208",2009-04-22,690,2009,4,22,0
"1209",2009-04-23,591,2009,4,23,0
"1210",2009-04-24,570,2009,4,24,0
"1211",2009-04-25,620,2009,4,25,0
"1212",2009-04-26,598,2009,4,26,0
"1213",2009-04-27,527,2009,4,27,0
"1214",2009-04-28,548,2009,4,28,0
"1215",2009-04-29,618,2009,4,29,0
"1216",2009-04-30,568,2009,4,30,0
"1217",2009-05-01,593,2009,5,1,0
"1218",2009-05-02,606,2009,5,2,0
"1219",2009-05-03,503,2009,5,3,0
"1220",2009-05-04,517,2009,5,4,0
"1221",2009-05-05,600,2009,5,5,0
"1222",2009-05-06,600,2009,5,6,0
"1223",2009-05-07,633,2009,5,7,0
"1224",2009-05-08,552,2009,5,8,0
"1225",2009-05-09,627,2009,5,9,0
"1226",2009-05-10,557,2009,5,10,0
"1227",2009-05-11,550,2009,5,11,0
"1228",2009-05-12,648,2009,5,12,0
"1229",2009-05-13,618,2009,5,13,0
"1230",2009-05-14,554,2009,5,14,0
"1231",2009-05-15,563,2009,5,15,0
"1232",2009-05-16,687,2009,5,16,0
"1233",2009-05-17,510,2009,5,17,0
"1234",2009-05-18,616,2009,5,18,0
"1235",2009-05-19,597,2009,5,19,0
"1236",2009-05-20,653,2009,5,20,0
"1237",2009-05-21,619,2009,5,21,0
"1238",2009-05-22,616,2009,5,22,0
"1239",2009-05-23,632,2009,5,23,0
"1240",2009-05-24,557,2009,5,24,0
"1241",2009-05-25,530,2009,5,25,0
"1242",2009-05-26,628,2009,5,26,0
"1243",2009-05-27,601,2009,5,27,0
"1244",2009-05-28,672,2009,5,28,0
"1245",2009-05-29,611,2009,5,29,0
"1246",2009-05-30,632,2009,5,30,0
"1247",2009-05-31,602,2009,5,31,0
"1248",2009-06-01,535,2009,6,1,0
"1249",2009-06-02,631,2009,6,2,0
"1250",2009-06-03,647,2009,6,3,0
"1251",2009-06-04,608,2009,6,4,0
"1252",2009-06-05,496,2009,6,5,0
"1253",2009-06-06,549,2009,6,6,0
"1254",2009-06-07,660,2009,6,7,0
"1255",2009-06-08,593,2009,6,8,0
"1256",2009-06-09,666,2009,6,9,0
"1257",2009-06-10,653,2009,6,10,0
"1258",2009-06-11,595,2009,6,11,0
"1259",2009-06-12,589,2009,6,12,0
"1260",2009-06-13,688,2009,6,13,0
"1261",2009-06-14,549,2009,6,14,0
"1262",2009-06-15,660,2009,6,15,0
"1263",2009-06-16,666,2009,6,16,0
"1264",2009-06-17,584,2009,6,17,0
"1265",2009-06-18,549,2009,6,18,0
"1266",2009-06-19,607,2009,6,19,0
"1267",2009-06-20,520,2009,6,20,0
"1268",2009-06-21,577,2009,6,21,0
"1269",2009-06-22,636,2009,6,22,0
"1270",2009-06-23,731,2009,6,23,0
"1271",2009-06-24,694,2009,6,24,0
"1272",2009-06-25,671,2009,6,25,0
"1273",2009-06-26,621,2009,6,26,0
"1274",2009-06-27,562,2009,6,27,0
"1275",2009-06-28,587,2009,6,28,0
"1276",2009-06-29,598,2009,6,29,0
"1277",2009-06-30,672,2009,6,30,0
"1278",2009-07-01,615,2009,7,1,0
"1279",2009-07-02,583,2009,7,2,0
"1280",2009-07-03,565,2009,7,3,0
"1281",2009-07-04,546,2009,7,4,0
"1282",2009-07-05,518,2009,7,5,0
"1283",2009-07-06,586,2009,7,6,0
"1284",2009-07-07,659,2009,7,7,0
"1285",2009-07-08,692,2009,7,8,0
"1286",2009-07-09,749,2009,7,9,0
"1287",2009-07-10,577,2009,7,10,0
"1288",2009-07-11,566,2009,7,11,0
"1289",2009-07-12,487,2009,7,12,0
"1290",2009-07-13,597,2009,7,13,0
"1291",2009-07-14,640,2009,7,14,0
"1292",2009-07-15,646,2009,7,15,0
"1293",2009-07-16,592,2009,7,16,0
"1294",2009-07-17,600,2009,7,17,0
"1295",2009-07-18,599,2009,7,18,0
"1296",2009-07-19,593,2009,7,19,0
"1297",2009-07-20,591,2009,7,20,0
"1298",2009-07-21,668,2009,7,21,0
"1299",2009-07-22,713,2009,7,22,0
"1300",2009-07-23,675,2009,7,23,0
"1301",2009-07-24,581,2009,7,24,0
"1302",2009-07-25,593,2009,7,25,0
"1303",2009-07-26,541,2009,7,26,0
"1304",2009-07-27,616,2009,7,27,0
"1305",2009-07-28,624,2009,7,28,0
