"","unique.date","crime_frequency","year","month","day","binary"
"1306",2009-07-29,619,2009,7,29,0
"1307",2009-07-30,611,2009,7,30,0
"1308",2009-07-31,595,2009,7,31,0
"1309",2009-08-01,613,2009,8,1,0
"1310",2009-08-02,504,2009,8,2,0
"1311",2009-08-03,576,2009,8,3,0
"1312",2009-08-04,783,2009,8,4,0
"1313",2009-08-05,725,2009,8,5,0
"1314",2009-08-06,658,2009,8,6,0
"1315",2009-08-07,620,2009,8,7,0
"1316",2009-08-08,575,2009,8,8,0
"1317",2009-08-09,509,2009,8,9,0
"1318",2009-08-10,569,2009,8,10,0
"1319",2009-08-11,650,2009,8,11,0
"1320",2009-08-12,653,2009,8,12,0
"1321",2009-08-13,627,2009,8,13,0
"1322",2009-08-14,615,2009,8,14,0
"1323",2009-08-15,620,2009,8,15,0
"1324",2009-08-16,595,2009,8,16,0
"1325",2009-08-17,629,2009,8,17,0
"1326",2009-08-18,647,2009,8,18,0
"1327",2009-08-19,616,2009,8,19,0
"1328",2009-08-20,634,2009,8,20,0
"1329",2009-08-21,600,2009,8,21,0
"1330",2009-08-22,522,2009,8,22,0
"1331",2009-08-23,530,2009,8,23,0
"1332",2009-08-24,548,2009,8,24,0
"1333",2009-08-25,672,2009,8,25,0
"1334",2009-08-26,660,2009,8,26,0
"1335",2009-08-27,680,2009,8,27,0
"1336",2009-08-28,585,2009,8,28,0
"1337",2009-08-29,609,2009,8,29,0
"1338",2009-08-30,529,2009,8,30,0
"1339",2009-08-31,623,2009,8,31,0
"1340",2009-09-01,647,2009,9,1,0
"1341",2009-09-02,668,2009,9,2,0
"1342",2009-09-03,688,2009,9,3,0
"1343",2009-09-04,619,2009,9,4,0
"1344",2009-09-05,549,2009,9,5,0
"1345",2009-09-06,522,2009,9,6,0
"1346",2009-09-07,492,2009,9,7,0
"1347",2009-09-08,654,2009,9,8,0
"1348",2009-09-09,539,2009,9,9,0
"1349",2009-09-10,530,2009,9,10,0
"1350",2009-09-11,426,2009,9,11,0
"1351",2009-09-12,577,2009,9,12,0
"1352",2009-09-13,518,2009,9,13,1
"1353",2009-09-14,555,2009,9,14,0
"1354",2009-09-15,582,2009,9,15,0
"1355",2009-09-16,547,2009,9,16,0
"1356",2009-09-17,569,2009,9,17,0
"1357",2009-09-18,578,2009,9,18,0
"1358",2009-09-19,576,2009,9,19,0
"1359",2009-09-20,528,2009,9,20,1
"1360",2009-09-21,514,2009,9,21,0
"1361",2009-09-22,689,2009,9,22,0
"1362",2009-09-23,569,2009,9,23,0
"1363",2009-09-24,566,2009,9,24,0
"1364",2009-09-25,642,2009,9,25,0
"1365",2009-09-26,519,2009,9,26,0
"1366",2009-09-27,442,2009,9,27,1
"1367",2009-09-28,556,2009,9,28,0
"1368",2009-09-29,596,2009,9,29,0
"1369",2009-09-30,568,2009,9,30,0
"1370",2009-10-01,599,2009,10,1,0
"1371",2009-10-02,566,2009,10,2,0
"1372",2009-10-03,572,2009,10,3,0
"1373",2009-10-04,509,2009,10,4,0
"1374",2009-10-05,563,2009,10,5,0
"1375",2009-10-06,625,2009,10,6,0
"1376",2009-10-07,584,2009,10,7,0
"1377",2009-10-08,628,2009,10,8,0
"1378",2009-10-09,574,2009,10,9,0
"1379",2009-10-10,584,2009,10,10,0
"1380",2009-10-11,543,2009,10,11,1
"1381",2009-10-12,493,2009,10,12,0
"1382",2009-10-13,563,2009,10,13,0
"1383",2009-10-14,533,2009,10,14,0
"1384",2009-10-15,421,2009,10,15,0
"1385",2009-10-16,487,2009,10,16,0
"1386",2009-10-17,475,2009,10,17,0
"1387",2009-10-18,421,2009,10,18,1
"1388",2009-10-19,536,2009,10,19,0
"1389",2009-10-20,577,2009,10,20,0
"1390",2009-10-21,563,2009,10,21,0
"1391",2009-10-22,628,2009,10,22,0
"1392",2009-10-23,621,2009,10,23,0
"1393",2009-10-24,512,2009,10,24,0
"1394",2009-10-25,522,2009,10,25,0
"1395",2009-10-26,568,2009,10,26,1
"1396",2009-10-27,547,2009,10,27,0
"1397",2009-10-28,498,2009,10,28,0
"1398",2009-10-29,588,2009,10,29,0
"1399",2009-10-30,598,2009,10,30,0
"1400",2009-10-31,560,2009,10,31,0
"1401",2009-11-01,489,2009,11,1,1
"1402",2009-11-02,552,2009,11,2,0
"1403",2009-11-03,515,2009,11,3,0
"1404",2009-11-04,496,2009,11,4,0
"1405",2009-11-05,544,2009,11,5,0
"1406",2009-11-06,489,2009,11,6,0
"1407",2009-11-07,518,2009,11,7,0
"1408",2009-11-08,504,2009,11,8,1
"1409",2009-11-09,504,2009,11,9,0
"1410",2009-11-10,684,2009,11,10,0
"1411",2009-11-11,556,2009,11,11,0
"1412",2009-11-12,530,2009,11,12,0
"1413",2009-11-13,538,2009,11,13,0
"1414",2009-11-14,597,2009,11,14,0
"1415",2009-11-15,561,2009,11,15,1
"1416",2009-11-16,604,2009,11,16,0
"1417",2009-11-17,631,2009,11,17,0
"1418",2009-11-18,631,2009,11,18,0
"1419",2009-11-19,606,2009,11,19,0
"1420",2009-11-20,587,2009,11,20,0
"1421",2009-11-21,487,2009,11,21,0
"1422",2009-11-22,453,2009,11,22,1
"1423",2009-11-23,476,2009,11,23,0
"1424",2009-11-24,558,2009,11,24,0
"1425",2009-11-25,544,2009,11,25,0
"1426",2009-11-26,318,2009,11,26,0
"1427",2009-11-27,474,2009,11,27,0
"1428",2009-11-28,529,2009,11,28,0
"1429",2009-11-29,554,2009,11,29,1
"1430",2009-11-30,524,2009,11,30,0
"1431",2009-12-01,556,2009,12,1,0
"1432",2009-12-02,521,2009,12,2,0
"1433",2009-12-03,545,2009,12,3,0
"1434",2009-12-04,575,2009,12,4,0
"1435",2009-12-05,541,2009,12,5,0
"1436",2009-12-06,406,2009,12,6,1
"1437",2009-12-07,538,2009,12,7,0
"1438",2009-12-08,552,2009,12,8,0
"1439",2009-12-09,571,2009,12,9,0
"1440",2009-12-10,570,2009,12,10,0
"1441",2009-12-11,497,2009,12,11,0
"1442",2009-12-12,534,2009,12,12,0
"1443",2009-12-13,431,2009,12,13,1
"1444",2009-12-14,530,2009,12,14,0
"1445",2009-12-15,584,2009,12,15,0
"1446",2009-12-16,599,2009,12,16,0
"1447",2009-12-17,517,2009,12,17,0
"1448",2009-12-18,509,2009,12,18,0
"1449",2009-12-19,292,2009,12,19,0
"1450",2009-12-20,226,2009,12,20,1
"1451",2009-12-21,344,2009,12,21,0
"1452",2009-12-22,431,2009,12,22,0
"1453",2009-12-23,449,2009,12,23,0
"1454",2009-12-24,392,2009,12,24,0
"1455",2009-12-25,203,2009,12,25,0
"1456",2009-12-26,368,2009,12,26,0
"1457",2009-12-27,473,2009,12,27,1
"1458",2009-12-28,566,2009,12,28,0
"1459",2009-12-29,514,2009,12,29,0
"1460",2009-12-30,491,2009,12,30,0
"1461",2009-12-31,417,2009,12,31,0
"1462",2010-01-01,534,2010,1,1,0
"1463",2010-01-02,429,2010,1,2,0
"1464",2010-01-03,374,2010,1,3,1
"1465",2010-01-04,413,2010,1,4,0
"1466",2010-01-05,512,2010,1,5,0
"1467",2010-01-06,483,2010,1,6,0
"1468",2010-01-07,572,2010,1,7,0
"1469",2010-01-08,461,2010,1,8,0
"1470",2010-01-09,444,2010,1,9,1
"1471",2010-01-10,364,2010,1,10,0
"1472",2010-01-11,475,2010,1,11,0
"1473",2010-01-12,515,2010,1,12,0
"1474",2010-01-13,522,2010,1,13,0
"1475",2010-01-14,538,2010,1,14,0
"1476",2010-01-15,528,2010,1,15,0
"1477",2010-01-16,551,2010,1,16,0
"1478",2010-01-17,496,2010,1,17,0
"1479",2010-01-18,522,2010,1,18,0
"1480",2010-01-19,561,2010,1,19,0
"1481",2010-01-20,588,2010,1,20,0
"1482",2010-01-21,517,2010,1,21,0
"1483",2010-01-22,539,2010,1,22,0
"1484",2010-01-23,505,2010,1,23,0
"1485",2010-01-24,461,2010,1,24,0
"1486",2010-01-25,497,2010,1,25,0
"1487",2010-01-26,583,2010,1,26,0
"1488",2010-01-27,547,2010,1,27,0
"1489",2010-01-28,519,2010,1,28,0
"1490",2010-01-29,450,2010,1,29,0
"1491",2010-01-30,486,2010,1,30,0
"1492",2010-01-31,418,2010,1,31,0
"1493",2010-02-01,499,2010,2,1,0
"1494",2010-02-02,572,2010,2,2,0
"1495",2010-02-03,562,2010,2,3,0
"1496",2010-02-04,507,2010,2,4,0
"1497",2010-02-05,506,2010,2,5,0
"1498",2010-02-06,212,2010,2,6,0
"1499",2010-02-07,256,2010,2,7,0
"1500",2010-02-08,393,2010,2,8,0
"1501",2010-02-09,412,2010,2,9,0
"1502",2010-02-10,147,2010,2,10,0
"1503",2010-02-11,263,2010,2,11,0
"1504",2010-02-12,321,2010,2,12,0
"1505",2010-02-13,359,2010,2,13,0
"1506",2010-02-14,375,2010,2,14,0
"1507",2010-02-15,490,2010,2,15,0
"1508",2010-02-16,436,2010,2,16,0
"1509",2010-02-17,468,2010,2,17,0
"1510",2010-02-18,520,2010,2,18,0
"1511",2010-02-19,496,2010,2,19,0
"1512",2010-02-20,555,2010,2,20,0
"1513",2010-02-21,497,2010,2,21,0
"1514",2010-02-22,523,2010,2,22,0
"1515",2010-02-23,438,2010,2,23,0
"1516",2010-02-24,552,2010,2,24,0
"1517",2010-02-25,407,2010,2,25,0
"1518",2010-02-26,367,2010,2,26,0
"1519",2010-02-27,469,2010,2,27,0
"1520",2010-02-28,480,2010,2,28,0
"1521",2010-03-01,489,2010,3,1,0
"1522",2010-03-02,554,2010,3,2,0
"1523",2010-03-03,536,2010,3,3,0
"1524",2010-03-04,584,2010,3,4,0
"1525",2010-03-05,463,2010,3,5,0
"1526",2010-03-06,518,2010,3,6,0
"1527",2010-03-07,479,2010,3,7,0
"1528",2010-03-08,502,2010,3,8,0
"1529",2010-03-09,556,2010,3,9,0
"1530",2010-03-10,658,2010,3,10,0
"1531",2010-03-11,658,2010,3,11,0
"1532",2010-03-12,469,2010,3,12,0
"1533",2010-03-13,416,2010,3,13,0
"1534",2010-03-14,423,2010,3,14,0
"1535",2010-03-15,501,2010,3,15,0
"1536",2010-03-16,554,2010,3,16,0
"1537",2010-03-17,537,2010,3,17,0
"1538",2010-03-18,591,2010,3,18,0
"1539",2010-03-19,550,2010,3,19,0
"1540",2010-03-20,556,2010,3,20,0
"1541",2010-03-21,562,2010,3,21,0
"1542",2010-03-22,487,2010,3,22,0
"1543",2010-03-23,504,2010,3,23,0
"1544",2010-03-24,640,2010,3,24,0
"1545",2010-03-25,591,2010,3,25,0
"1546",2010-03-26,559,2010,3,26,0
"1547",2010-03-27,488,2010,3,27,0
"1548",2010-03-28,443,2010,3,28,0
"1549",2010-03-29,481,2010,3,29,0
"1550",2010-03-30,542,2010,3,30,0
"1551",2010-03-31,662,2010,3,31,0
"1552",2010-04-01,684,2010,4,1,0
"1553",2010-04-02,580,2010,4,2,0
"1554",2010-04-03,526,2010,4,3,0
"1555",2010-04-04,453,2010,4,4,0
"1556",2010-04-05,537,2010,4,5,0
"1557",2010-04-06,563,2010,4,6,0
"1558",2010-04-07,624,2010,4,7,0
"1559",2010-04-08,628,2010,4,8,0
"1560",2010-04-09,545,2010,4,9,0
"1561",2010-04-10,525,2010,4,10,0
"1562",2010-04-11,486,2010,4,11,0
"1563",2010-04-12,514,2010,4,12,0
"1564",2010-04-13,589,2010,4,13,0
"1565",2010-04-14,580,2010,4,14,0
"1566",2010-04-15,644,2010,4,15,0
"1567",2010-04-16,605,2010,4,16,0
"1568",2010-04-17,568,2010,4,17,0
"1569",2010-04-18,509,2010,4,18,0
"1570",2010-04-19,550,2010,4,19,0
"1571",2010-04-20,631,2010,4,20,0
"1572",2010-04-21,631,2010,4,21,0
"1573",2010-04-22,558,2010,4,22,0
"1574",2010-04-23,505,2010,4,23,0
"1575",2010-04-24,545,2010,4,24,0
"1576",2010-04-25,423,2010,4,25,0
"1577",2010-04-26,526,2010,4,26,0
"1578",2010-04-27,593,2010,4,27,0
"1579",2010-04-28,615,2010,4,28,0
"1580",2010-04-29,668,2010,4,29,0
"1581",2010-04-30,557,2010,4,30,0
"1582",2010-05-01,727,2010,5,1,0
"1583",2010-05-02,493,2010,5,2,0
"1584",2010-05-03,534,2010,5,3,0
"1585",2010-05-04,727,2010,5,4,0
"1586",2010-05-05,660,2010,5,5,0
"1587",2010-05-06,663,2010,5,6,0
"1588",2010-05-07,643,2010,5,7,0
"1589",2010-05-08,565,2010,5,8,0
"1590",2010-05-09,495,2010,5,9,0
"1591",2010-05-10,544,2010,5,10,0
"1592",2010-05-11,592,2010,5,11,0
"1593",2010-05-12,547,2010,5,12,0
"1594",2010-05-13,651,2010,5,13,0
"1595",2010-05-14,608,2010,5,14,0
"1596",2010-05-15,589,2010,5,15,0
"1597",2010-05-16,567,2010,5,16,0
"1598",2010-05-17,623,2010,5,17,0
"1599",2010-05-18,545,2010,5,18,0
"1600",2010-05-19,673,2010,5,19,0
"1601",2010-05-20,570,2010,5,20,0
"1602",2010-05-21,624,2010,5,21,0
"1603",2010-05-22,611,2010,5,22,0
"1604",2010-05-23,478,2010,5,23,0
"1605",2010-05-24,534,2010,5,24,0
"1606",2010-05-25,612,2010,5,25,0
"1607",2010-05-26,651,2010,5,26,0
"1608",2010-05-27,633,2010,5,27,0
"1609",2010-05-28,602,2010,5,28,0
"1610",2010-05-29,543,2010,5,29,0
"1611",2010-05-30,572,2010,5,30,0
"1612",2010-05-31,478,2010,5,31,0
"1613",2010-06-01,627,2010,6,1,0
"1614",2010-06-02,646,2010,6,2,0
"1615",2010-06-03,620,2010,6,3,0
"1616",2010-06-04,574,2010,6,4,0
"1617",2010-06-05,567,2010,6,5,0
"1618",2010-06-06,505,2010,6,6,0
"1619",2010-06-07,567,2010,6,7,0
"1620",2010-06-08,672,2010,6,8,0
"1621",2010-06-09,597,2010,6,9,0
"1622",2010-06-10,640,2010,6,10,0
"1623",2010-06-11,646,2010,6,11,0
"1624",2010-06-12,595,2010,6,12,0
"1625",2010-06-13,490,2010,6,13,0
"1626",2010-06-14,586,2010,6,14,0
"1627",2010-06-15,628,2010,6,15,0
"1628",2010-06-16,619,2010,6,16,0
"1629",2010-06-17,651,2010,6,17,0
"1630",2010-06-18,577,2010,6,18,0
"1631",2010-06-19,555,2010,6,19,0
"1632",2010-06-20,510,2010,6,20,0
"1633",2010-06-21,562,2010,6,21,0
"1634",2010-06-22,682,2010,6,22,0
"1635",2010-06-23,702,2010,6,23,0
"1636",2010-06-24,632,2010,6,24,0
"1637",2010-06-25,650,2010,6,25,0
"1638",2010-06-26,551,2010,6,26,0
"1639",2010-06-27,551,2010,6,27,0
"1640",2010-06-28,538,2010,6,28,0
"1641",2010-06-29,723,2010,6,29,0
"1642",2010-06-30,646,2010,6,30,0
"1643",2010-07-01,659,2010,7,1,0
"1644",2010-07-02,580,2010,7,2,0
"1645",2010-07-03,630,2010,7,3,0
"1646",2010-07-04,487,2010,7,4,0
"1647",2010-07-05,489,2010,7,5,0
"1648",2010-07-06,621,2010,7,6,0
"1649",2010-07-07,634,2010,7,7,0
"1650",2010-07-08,725,2010,7,8,0
"1651",2010-07-09,556,2010,7,9,0
"1652",2010-07-10,522,2010,7,10,0
"1653",2010-07-11,539,2010,7,11,0
"1654",2010-07-12,610,2010,7,12,0
"1655",2010-07-13,603,2010,7,13,0
"1656",2010-07-14,620,2010,7,14,0
"1657",2010-07-15,655,2010,7,15,0
"1658",2010-07-16,549,2010,7,16,0
"1659",2010-07-17,570,2010,7,17,0
"1660",2010-07-18,521,2010,7,18,0
"1661",2010-07-19,584,2010,7,19,0
"1662",2010-07-20,681,2010,7,20,0
"1663",2010-07-21,701,2010,7,21,0
"1664",2010-07-22,612,2010,7,22,0
"1665",2010-07-23,663,2010,7,23,0
"1666",2010-07-24,585,2010,7,24,0
"1667",2010-07-25,486,2010,7,25,0
"1668",2010-07-26,617,2010,7,26,0
"1669",2010-07-27,751,2010,7,27,0
"1670",2010-07-28,677,2010,7,28,0
"1671",2010-07-29,644,2010,7,29,0
"1672",2010-07-30,581,2010,7,30,0
"1673",2010-07-31,564,2010,7,31,0
"1674",2010-08-01,552,2010,8,1,0
"1675",2010-08-02,574,2010,8,2,0
"1676",2010-08-03,754,2010,8,3,0
"1677",2010-08-04,758,2010,8,4,0
"1678",2010-08-05,725,2010,8,5,0
"1679",2010-08-06,591,2010,8,6,0
"1680",2010-08-07,630,2010,8,7,0
"1681",2010-08-08,569,2010,8,8,0
"1682",2010-08-09,573,2010,8,9,0
"1683",2010-08-10,653,2010,8,10,0
"1684",2010-08-11,649,2010,8,11,0
"1685",2010-08-12,609,2010,8,12,0
"1686",2010-08-13,602,2010,8,13,0
"1687",2010-08-14,553,2010,8,14,0
"1688",2010-08-15,531,2010,8,15,0
"1689",2010-08-16,639,2010,8,16,0
"1690",2010-08-17,693,2010,8,17,0
"1691",2010-08-18,661,2010,8,18,0
"1692",2010-08-19,686,2010,8,19,0
"1693",2010-08-20,637,2010,8,20,0
"1694",2010-08-21,580,2010,8,21,0
"1695",2010-08-22,502,2010,8,22,0
"1696",2010-08-23,592,2010,8,23,0
"1697",2010-08-24,652,2010,8,24,0
"1698",2010-08-25,616,2010,8,25,0
"1699",2010-08-26,611,2010,8,26,0
"1700",2010-08-27,560,2010,8,27,0
"1701",2010-08-28,602,2010,8,28,0
"1702",2010-08-29,608,2010,8,29,0
"1703",2010-08-30,598,2010,8,30,0
"1704",2010-08-31,633,2010,8,31,0
"1705",2010-09-01,636,2010,9,1,0
"1706",2010-09-02,693,2010,9,2,0
"1707",2010-09-03,618,2010,9,3,0
"1708",2010-09-04,583,2010,9,4,0
"1709",2010-09-05,429,2010,9,5,0
"1710",2010-09-06,454,2010,9,6,0
"1711",2010-09-07,587,2010,9,7,0
"1712",2010-09-08,629,2010,9,8,0
"1713",2010-09-09,554,2010,9,9,0
"1714",2010-09-10,591,2010,9,10,0
"1715",2010-09-11,657,2010,9,11,0
"1716",2010-09-12,453,2010,9,12,1
"1717",2010-09-13,509,2010,9,13,0
"1718",2010-09-14,604,2010,9,14,0
"1719",2010-09-15,608,2010,9,15,0
"1720",2010-09-16,536,2010,9,16,0
"1721",2010-09-17,603,2010,9,17,0
"1722",2010-09-18,552,2010,9,18,0
"1723",2010-09-19,500,2010,9,19,1
"1724",2010-09-20,540,2010,9,20,0
"1725",2010-09-21,549,2010,9,21,0
"1726",2010-09-22,569,2010,9,22,0
"1727",2010-09-23,525,2010,9,23,0
"1728",2010-09-24,587,2010,9,24,0
"1729",2010-09-25,522,2010,9,25,0
"1730",2010-09-26,487,2010,9,26,1
"1731",2010-09-27,580,2010,9,27,0
"1732",2010-09-28,616,2010,9,28,0
"1733",2010-09-29,636,2010,9,29,0
"1734",2010-09-30,539,2010,9,30,0
"1735",2010-10-01,526,2010,10,1,0
"1736",2010-10-02,533,2010,10,2,0
"1737",2010-10-03,496,2010,10,3,1
"1738",2010-10-04,426,2010,10,4,0
"1739",2010-10-05,489,2010,10,5,0
"1740",2010-10-06,540,2010,10,6,0
"1741",2010-10-07,575,2010,10,7,0
"1742",2010-10-08,573,2010,10,8,0
"1743",2010-10-09,547,2010,10,9,0
"1744",2010-10-10,497,2010,10,10,1
"1745",2010-10-11,524,2010,10,11,0
"1746",2010-10-12,681,2010,10,12,0
"1747",2010-10-13,583,2010,10,13,0
"1748",2010-10-14,456,2010,10,14,0
"1749",2010-10-15,522,2010,10,15,0
"1750",2010-10-16,506,2010,10,16,0
"1751",2010-10-17,498,2010,10,17,1
"1752",2010-10-18,519,2010,10,18,0
"1753",2010-10-19,568,2010,10,19,0
"1754",2010-10-20,612,2010,10,20,0
"1755",2010-10-21,565,2010,10,21,0
"1756",2010-10-22,552,2010,10,22,0
"1757",2010-10-23,611,2010,10,23,0
"1758",2010-10-24,516,2010,10,24,1
"1759",2010-10-25,569,2010,10,25,0
"1760",2010-10-26,658,2010,10,26,0
"1761",2010-10-27,616,2010,10,27,0
"1762",2010-10-28,649,2010,10,28,0
"1763",2010-10-29,548,2010,10,29,0
"1764",2010-10-30,619,2010,10,30,0
"1765",2010-10-31,533,2010,10,31,0
"1766",2010-11-01,498,2010,11,1,0
"1767",2010-11-02,527,2010,11,2,0
"1768",2010-11-03,572,2010,11,3,0
"1769",2010-11-04,444,2010,11,4,0
"1770",2010-11-05,557,2010,11,5,0
"1771",2010-11-06,541,2010,11,6,0
"1772",2010-11-07,454,2010,11,7,1
"1773",2010-11-08,489,2010,11,8,0
"1774",2010-11-09,564,2010,11,9,0
"1775",2010-11-10,660,2010,11,10,0
"1776",2010-11-11,590,2010,11,11,0
"1777",2010-11-12,598,2010,11,12,0
"1778",2010-11-13,542,2010,11,13,0
"1779",2010-11-14,498,2010,11,14,0
"1780",2010-11-15,557,2010,11,15,1
"1781",2010-11-16,499,2010,11,16,0
"1782",2010-11-17,615,2010,11,17,0
"1783",2010-11-18,633,2010,11,18,0
"1784",2010-11-19,595,2010,11,19,0
"1785",2010-11-20,592,2010,11,20,0
"1786",2010-11-21,489,2010,11,21,1
"1787",2010-11-22,541,2010,11,22,0
"1788",2010-11-23,591,2010,11,23,0
"1789",2010-11-24,594,2010,11,24,0
"1790",2010-11-25,310,2010,11,25,0
"1791",2010-11-26,467,2010,11,26,0
"1792",2010-11-27,492,2010,11,27,0
"1793",2010-11-28,452,2010,11,28,1
"1794",2010-11-29,529,2010,11,29,0
"1795",2010-11-30,605,2010,11,30,0
"1796",2010-12-01,572,2010,12,1,0
"1797",2010-12-02,532,2010,12,2,1
"1798",2010-12-03,544,2010,12,3,0
"1799",2010-12-04,522,2010,12,4,0
"1800",2010-12-05,394,2010,12,5,0
"1801",2010-12-06,476,2010,12,6,0
"1802",2010-12-07,553,2010,12,7,0
"1803",2010-12-08,522,2010,12,8,0
"1804",2010-12-09,508,2010,12,9,0
"1805",2010-12-10,520,2010,12,10,0
"1806",2010-12-11,548,2010,12,11,0
"1807",2010-12-12,386,2010,12,12,1
"1808",2010-12-13,467,2010,12,13,0
"1809",2010-12-14,476,2010,12,14,0
"1810",2010-12-15,463,2010,12,15,0
"1811",2010-12-16,371,2010,12,16,0
"1812",2010-12-17,437,2010,12,17,0
"1813",2010-12-18,456,2010,12,18,0
"1814",2010-12-19,372,2010,12,19,1
"1815",2010-12-20,461,2010,12,20,0
"1816",2010-12-21,480,2010,12,21,0
"1817",2010-12-22,521,2010,12,22,0
"1818",2010-12-23,484,2010,12,23,0
"1819",2010-12-24,386,2010,12,24,0
"1820",2010-12-25,216,2010,12,25,0
"1821",2010-12-26,240,2010,12,26,0
"1822",2010-12-27,202,2010,12,27,0
"1823",2010-12-28,363,2010,12,28,1
"1824",2010-12-29,494,2010,12,29,0
"1825",2010-12-30,484,2010,12,30,0
"1826",2010-12-31,444,2010,12,31,0
"1827",2011-01-01,469,2011,1,1,0
"1828",2011-01-02,442,2011,1,2,1
"1829",2011-01-03,515,2011,1,3,0
"1830",2011-01-04,537,2011,1,4,0
"1831",2011-01-05,579,2011,1,5,0
"1832",2011-01-06,549,2011,1,6,0
"1833",2011-01-07,492,2011,1,7,0
"1834",2011-01-08,368,2011,1,8,0
"1835",2011-01-09,312,2011,1,9,1
"1836",2011-01-10,440,2011,1,10,0
"1837",2011-01-11,471,2011,1,11,0
"1838",2011-01-12,403,2011,1,12,0
"1839",2011-01-13,469,2011,1,13,0
"1840",2011-01-14,515,2011,1,14,0
"1841",2011-01-15,460,2011,1,15,0
"1842",2011-01-16,380,2011,1,16,0
"1843",2011-01-17,413,2011,1,17,0
"1844",2011-01-18,436,2011,1,18,0
"1845",2011-01-19,580,2011,1,19,0
"1846",2011-01-20,572,2011,1,20,0
"1847",2011-01-21,477,2011,1,21,0
"1848",2011-01-22,398,2011,1,22,0
"1849",2011-01-23,367,2011,1,23,0
"1850",2011-01-24,435,2011,1,24,0
"1851",2011-01-25,569,2011,1,25,0
"1852",2011-01-26,352,2011,1,26,0
"1853",2011-01-27,224,2011,1,27,0
"1854",2011-01-28,298,2011,1,28,0
"1855",2011-01-29,405,2011,1,29,0
"1856",2011-01-30,338,2011,1,30,0
"1857",2011-01-31,459,2011,1,31,0
"1858",2011-02-01,492,2011,2,1,0
"1859",2011-02-02,435,2011,2,2,0
"1860",2011-02-03,489,2011,2,3,0
"1861",2011-02-04,456,2011,2,4,0
"1862",2011-02-05,464,2011,2,5,0
"1863",2011-02-06,388,2011,2,6,0
"1864",2011-02-07,460,2011,2,7,0
"1865",2011-02-08,466,2011,2,8,0
"1866",2011-02-09,541,2011,2,9,0
"1867",2011-02-10,465,2011,2,10,0
"1868",2011-02-11,474,2011,2,11,0
"1869",2011-02-12,555,2011,2,12,0
"1870",2011-02-13,473,2011,2,13,0
"1871",2011-02-14,451,2011,2,14,0
"1872",2011-02-15,523,2011,2,15,0
"1873",2011-02-16,545,2011,2,16,0
"1874",2011-02-17,574,2011,2,17,0
"1875",2011-02-18,560,2011,2,18,0
"1876",2011-02-19,488,2011,2,19,0
"1877",2011-02-20,448,2011,2,20,0
"1878",2011-02-21,445,2011,2,21,0
"1879",2011-02-22,506,2011,2,22,0
"1880",2011-02-23,499,2011,2,23,0
"1881",2011-02-24,521,2011,2,24,0
"1882",2011-02-25,505,2011,2,25,0
"1883",2011-02-26,570,2011,2,26,0
"1884",2011-02-27,503,2011,2,27,0
"1885",2011-02-28,524,2011,2,28,0
"1886",2011-03-01,542,2011,3,1,0
"1887",2011-03-02,541,2011,3,2,0
"1888",2011-03-03,555,2011,3,3,0
"1889",2011-03-04,553,2011,3,4,0
"1890",2011-03-05,577,2011,3,5,0
"1891",2011-03-06,481,2011,3,6,0
"1892",2011-03-07,466,2011,3,7,0
"1893",2011-03-08,582,2011,3,8,0
"1894",2011-03-09,539,2011,3,9,0
"1895",2011-03-10,497,2011,3,10,0
"1896",2011-03-11,567,2011,3,11,0
"1897",2011-03-12,624,2011,3,12,0
"1898",2011-03-13,428,2011,3,13,0
"1899",2011-03-14,510,2011,3,14,0
"1900",2011-03-15,591,2011,3,15,0
"1901",2011-03-16,564,2011,3,16,0
"1902",2011-03-17,559,2011,3,17,0
"1903",2011-03-18,636,2011,3,18,0
"1904",2011-03-19,546,2011,3,19,0
"1905",2011-03-20,451,2011,3,20,0
"1906",2011-03-21,490,2011,3,21,0
"1907",2011-03-22,636,2011,3,22,0
"1908",2011-03-23,526,2011,3,23,0
"1909",2011-03-24,587,2011,3,24,0
"1910",2011-03-25,586,2011,3,25,0
"1911",2011-03-26,495,2011,3,26,0
"1912",2011-03-27,400,2011,3,27,0
"1913",2011-03-28,476,2011,3,28,0
"1914",2011-03-29,589,2011,3,29,0
"1915",2011-03-30,560,2011,3,30,0
"1916",2011-03-31,540,2011,3,31,0
"1917",2011-04-01,506,2011,4,1,0
"1918",2011-04-02,528,2011,4,2,0
"1919",2011-04-03,475,2011,4,3,0
"1920",2011-04-04,534,2011,4,4,0
"1921",2011-04-05,529,2011,4,5,0
"1922",2011-04-06,619,2011,4,6,0
"1923",2011-04-07,662,2011,4,7,0
"1924",2011-04-08,535,2011,4,8,0
"1925",2011-04-09,554,2011,4,9,0
"1926",2011-04-10,523,2011,4,10,0
"1927",2011-04-11,506,2011,4,11,0
"1928",2011-04-12,592,2011,4,12,0
"1929",2011-04-13,648,2011,4,13,0
"1930",2011-04-14,577,2011,4,14,0
"1931",2011-04-15,611,2011,4,15,0
"1932",2011-04-16,504,2011,4,16,0
"1933",2011-04-17,468,2011,4,17,0
"1934",2011-04-18,617,2011,4,18,0
"1935",2011-04-19,714,2011,4,19,0
"1936",2011-04-20,677,2011,4,20,0
"1937",2011-04-21,617,2011,4,21,0
"1938",2011-04-22,608,2011,4,22,0
"1939",2011-04-23,504,2011,4,23,0
"1940",2011-04-24,411,2011,4,24,0
